,Open,High,Low,Close,Volume
2020-03-02,85.53131684986585,85.53131684986585,85.53131684986585,85.53131684986585,1000000
2020-03-03,86.71919581120075,86.71919581120075,86.71919581120075,86.71919581120075,1000000
2020-03-04,85.4035401470353,85.4035401470353,85.4035401470353,85.4035401470353,1000000
2020-03-05,86.1631044480606,86.1631044480606,86.1631044480606,86.1631044480606,1000000
2020-03-06,86.29179251321891,86.29179251321891,86.29179251321891,86.29179251321891,1000000
2020-03-09,85.76414374945615,85.76414374945615,85.76414374945615,85.76414374945615,1000000
2020-03-10,87.50551311497401,87.50551311497401,87.50551311497401,87.50551311497401,1000000
2020-03-11,88.19878404123696,88.19878404123696,88.19878404123696,88.19878404123696,1000000
2020-03-12,87.16748544765102,87.16748544765102,87.16748544765102,87.16748544765102,1000000
2020-03-13,87.25858961615582,87.25858961615582,87.25858961615582,87.25858961615582,1000000
2020-03-16,87.78797839021453,87.78797839021453,87.78797839021453,87.78797839021453,1000000
2020-03-17,87.6485867723241,87.6485867723241,87.6485867723241,87.6485867723241,1000000
2020-03-18,88.2734425464755,88.2734425464755,88.2734425464755,88.2734425464755,1000000
2020-03-19,88.24120745085388,88.24120745085388,88.24120745085388,88.24120745085388,1000000
2020-03-20,88.85646711745572,88.85646711745572,88.85646711745572,88.85646711745572,1000000
2020-03-23,90.16134441122307,90.16134441122307,90.16134441122307,90.16134441122307,1000000
2020-03-24,89.57920664536061,89.57920664536061,89.57920664536061,89.57920664536061,1000000
2020-03-25,89.78805036293164,89.78805036293164,89.78805036293164,89.78805036293164,1000000
2020-03-26,89.39899193788294,89.39899193788294,89.39899193788294,89.39899193788294,1000000
2020-03-27,89.53958831215556,89.53958831215556,89.53958831215556,89.53958831215556,1000000
2020-03-30,88.50344109594775,88.50344109594775,88.50344109594775,88.50344109594775,1000000
2020-03-31,88.0172902810479,88.0172902810479,88.0172902810479,88.0172902810479,1000000
2020-04-01,87.87100908922916,87.87100908922916,87.87100908922916,87.87100908922916,1000000
2020-04-02,88.6871232757,88.6871232757,88.6871232757,88.6871232757,1000000
2020-04-03,89.729393866214,89.729393866214,89.729393866214,89.729393866214,1000000
2020-04-06,88.56871921852687,88.56871921852687,88.56871921852687,88.56871921852687,1000000
2020-04-07,87.89148526836989,87.89148526836989,87.89148526836989,87.89148526836989,1000000
2020-04-08,88.48642574030211,88.48642574030211,88.48642574030211,88.48642574030211,1000000
2020-04-09,86.74995061526555,86.74995061526555,86.74995061526555,86.74995061526555,1000000
2020-04-10,86.37417597133916,86.37417597133916,86.37417597133916,86.37417597133916,1000000
2020-04-13,86.31605744375518,86.31605744375518,86.31605744375518,86.31605744375518,1000000
2020-04-14,87.42695803085981,87.42695803085981,87.42695803085981,87.42695803085981,1000000
2020-04-15,88.05591097708417,88.05591097708417,88.05591097708417,88.05591097708417,1000000
2020-04-16,87.79419699236138,87.79419699236138,87.79419699236138,87.79419699236138,1000000
2020-04-17,87.49694700492661,87.49694700492661,87.49694700492661,87.49694700492661,1000000
2020-04-20,87.30428275202816,87.30428275202816,87.30428275202816,87.30428275202816,1000000
2020-04-21,88.6605804524383,88.6605804524383,88.6605804524383,88.6605804524383,1000000
2020-04-22,88.3076892280077,88.3076892280077,88.3076892280077,88.3076892280077,1000000
2020-04-23,88.06600840117257,88.06600840117257,88.06600840117257,88.06600840117257,1000000
2020-04-24,88.40293932130997,88.40293932130997,88.40293932130997,88.40293932130997,1000000
2020-04-27,88.32269557981851,88.32269557981851,88.32269557981851,88.32269557981851,1000000
2020-04-28,88.1749456403993,88.1749456403993,88.1749456403993,88.1749456403993,1000000
2020-04-29,87.21907002622042,87.21907002622042,87.21907002622042,87.21907002622042,1000000
2020-04-30,87.2351868299517,87.2351868299517,87.2351868299517,87.2351868299517,1000000
2020-05-01,86.87439847739635,86.87439847739635,86.87439847739635,86.87439847739635,1000000
2020-05-04,87.91352728798267,87.91352728798267,87.91352728798267,87.91352728798267,1000000
2020-05-05,88.51405448520593,88.51405448520593,88.51405448520593,88.51405448520593,1000000
2020-05-06,88.51923821077719,88.51923821077719,88.51923821077719,88.51923821077719,1000000
2020-05-07,89.13743977238207,89.13743977238207,89.13743977238207,89.13743977238207,1000000
2020-05-08,88.86122998735081,88.86122998735081,88.86122998735081,88.86122998735081,1000000
2020-05-11,89.82282077946633,89.82282077946633,89.82282077946633,89.82282077946633,1000000
2020-05-12,89.84491758799521,89.84491758799521,89.84491758799521,89.84491758799521,1000000
2020-05-13,90.3960104586079,90.3960104586079,90.3960104586079,90.3960104586079,1000000
2020-05-14,89.2562132686934,89.2562132686934,89.2562132686934,89.2562132686934,1000000
2020-05-15,89.59242361646095,89.59242361646095,89.59242361646095,89.59242361646095,1000000
2020-05-18,88.10679835920432,88.10679835920432,88.10679835920432,88.10679835920432,1000000
2020-05-19,86.33996722924734,86.33996722924734,86.33996722924734,86.33996722924734,1000000
2020-05-20,86.10298398297942,86.10298398297942,86.10298398297942,86.10298398297942,1000000
2020-05-21,85.35395035434529,85.35395035434529,85.35395035434529,85.35395035434529,1000000
2020-05-22,85.51958208125873,85.51958208125873,85.51958208125873,85.51958208125873,1000000
2020-05-25,87.46494444159532,87.46494444159532,87.46494444159532,87.46494444159532,1000000
2020-05-26,86.76371770639786,86.76371770639786,86.76371770639786,86.76371770639786,1000000
2020-05-27,86.24839016972041,86.24839016972041,86.24839016972041,86.24839016972041,1000000
2020-05-28,86.45142228359721,86.45142228359721,86.45142228359721,86.45142228359721,1000000
2020-05-29,86.90357471275544,86.90357471275544,86.90357471275544,86.90357471275544,1000000
2020-06-01,86.77634260788703,86.77634260788703,86.77634260788703,86.77634260788703,1000000
2020-06-02,86.62367670175531,86.62367670175531,86.62367670175531,86.62367670175531,1000000
2020-06-03,87.25816304395906,87.25816304395906,87.25816304395906,87.25816304395906,1000000
2020-06-04,87.73800234647328,87.73800234647328,87.73800234647328,87.73800234647328,1000000
2020-06-05,86.85739722137748,86.85739722137748,86.85739722137748,86.85739722137748,1000000
2020-06-08,86.81467960810862,86.81467960810862,86.81467960810862,86.81467960810862,1000000
2020-06-09,86.8713581766003,86.8713581766003,86.8713581766003,86.8713581766003,1000000
2020-06-10,85.98137447111583,85.98137447111583,85.98137447111583,85.98137447111583,1000000
2020-06-11,86.23058211363038,86.23058211363038,86.23058211363038,86.23058211363038,1000000
2020-06-12,85.51663042371354,85.51663042371354,85.51663042371354,85.51663042371354,1000000
2020-06-15,86.37356410692203,86.37356410692203,86.37356410692203,86.37356410692203,1000000
2020-06-16,86.56595769054152,86.56595769054152,86.56595769054152,86.56595769054152,1000000
2020-06-17,86.66923649253442,86.66923649253442,86.66923649253442,86.66923649253442,1000000
2020-06-18,86.18299750260725,86.18299750260725,86.18299750260725,86.18299750260725,1000000
2020-06-19,86.10663090030766,86.10663090030766,86.10663090030766,86.10663090030766,1000000
2020-06-22,84.41227086281971,84.41227086281971,84.41227086281971,84.41227086281971,1000000
2020-06-23,83.48254780549844,83.48254780549844,83.48254780549844,83.48254780549844,1000000
2020-06-24,83.81050047865523,83.81050047865523,83.81050047865523,83.81050047865523,1000000
2020-06-25,82.05168093802398,82.05168093802398,82.05168093802398,82.05168093802398,1000000
2020-06-26,82.77095296514523,82.77095296514523,82.77095296514523,82.77095296514523,1000000
2020-06-29,81.35052355867698,81.35052355867698,81.35052355867698,81.35052355867698,1000000
2020-06-30,81.99053944963205,81.99053944963205,81.99053944963205,81.99053944963205,1000000
2020-07-01,81.32190903317856,81.32190903317856,81.32190903317856,81.32190903317856,1000000
2020-07-02,81.97979602687407,81.97979602687407,81.97979602687407,81.97979602687407,1000000
2020-07-03,82.11174349855487,82.11174349855487,82.11174349855487,82.11174349855487,1000000
2020-07-06,80.87445505743611,80.87445505743611,80.87445505743611,80.87445505743611,1000000
2020-07-07,81.90895963801552,81.90895963801552,81.90895963801552,81.90895963801552,1000000
2020-07-08,83.11441965802231,83.11441965802231,83.11441965802231,83.11441965802231,1000000
2020-07-09,83.08466061819115,83.08466061819115,83.08466061819115,83.08466061819115,1000000
2020-07-10,82.88200361126424,82.88200361126424,82.88200361126424,82.88200361126424,1000000
2020-07-13,82.77436726783863,82.77436726783863,82.77436726783863,82.77436726783863,1000000
2020-07-14,81.99202341294124,81.99202341294124,81.99202341294124,81.99202341294124,1000000
2020-07-15,82.91737453323648,82.91737453323648,82.91737453323648,82.91737453323648,1000000
2020-07-16,82.492098009253,82.492098009253,82.492098009253,82.492098009253,1000000
2020-07-17,82.47461759324682,82.47461759324682,82.47461759324682,82.47461759324682,1000000
2020-07-20,81.84509180360212,81.84509180360212,81.84509180360212,81.84509180360212,1000000
2020-07-21,81.35723522791955,81.35723522791955,81.35723522791955,81.35723522791955,1000000
2020-07-22,80.34212054129279,80.34212054129279,80.34212054129279,80.34212054129279,1000000
2020-07-23,81.37617932076718,81.37617932076718,81.37617932076718,81.37617932076718,1000000
2020-07-24,81.27520159468027,81.27520159468027,81.27520159468027,81.27520159468027,1000000
2020-07-27,82.08463889802712,82.08463889802712,82.08463889802712,82.08463889802712,1000000
2020-07-28,82.12020173695738,82.12020173695738,82.12020173695738,82.12020173695738,1000000
2020-07-29,81.57459221966032,81.57459221966032,81.57459221966032,81.57459221966032,1000000
2020-07-30,81.33257242863763,81.33257242863763,81.33257242863763,81.33257242863763,1000000
2020-07-31,80.90132187544825,80.90132187544825,80.90132187544825,80.90132187544825,1000000
2020-08-03,80.93203128846085,80.93203128846085,80.93203128846085,80.93203128846085,1000000
2020-08-04,80.65259982174481,80.65259982174481,80.65259982174481,80.65259982174481,1000000
2020-08-05,80.43490094035428,80.43490094035428,80.43490094035428,80.43490094035428,1000000
2020-08-06,79.35017622906287,79.35017622906287,79.35017622906287,79.35017622906287,1000000
2020-08-07,78.73374761646721,78.73374761646721,78.73374761646721,78.73374761646721,1000000
2020-08-10,80.05966923665581,80.05966923665581,80.05966923665581,80.05966923665581,1000000
2020-08-11,79.5463000446891,79.5463000446891,79.5463000446891,79.5463000446891,1000000
2020-08-12,78.7316713276471,78.7316713276471,78.7316713276471,78.7316713276471,1000000
2020-08-13,79.02087348850998,79.02087348850998,79.02087348850998,79.02087348850998,1000000
2020-08-14,80.15661853500707,80.15661853500707,80.15661853500707,80.15661853500707,1000000
2020-08-17,79.01516880702142,79.01516880702142,79.01516880702142,79.01516880702142,1000000
2020-08-18,78.87410946726826,78.87410946726826,78.87410946726826,78.87410946726826,1000000
2020-08-19,78.39924587682717,78.39924587682717,78.39924587682717,78.39924587682717,1000000
2020-08-20,77.04213966297347,77.04213966297347,77.04213966297347,77.04213966297347,1000000
2020-08-21,77.6314555666397,77.6314555666397,77.6314555666397,77.6314555666397,1000000
2020-08-24,77.6365451480937,77.6365451480937,77.6365451480937,77.6365451480937,1000000
2020-08-25,77.715301091337,77.715301091337,77.715301091337,77.715301091337,1000000
2020-08-26,77.15395455570864,77.15395455570864,77.15395455570864,77.15395455570864,1000000
2020-08-27,77.52798470852055,77.52798470852055,77.52798470852055,77.52798470852055,1000000
2020-08-28,77.1331367372891,77.1331367372891,77.1331367372891,77.1331367372891,1000000
2020-08-31,77.04605095109851,77.04605095109851,77.04605095109851,77.04605095109851,1000000
2020-09-01,76.21529359176861,76.21529359176861,76.21529359176861,76.21529359176861,1000000
2020-09-02,75.31130189077587,75.31130189077587,75.31130189077587,75.31130189077587,1000000
2020-09-03,76.33970170873559,76.33970170873559,76.33970170873559,76.33970170873559,1000000
2020-09-04,75.97548140045257,75.97548140045257,75.97548140045257,75.97548140045257,1000000
2020-09-07,76.21987959976458,76.21987959976458,76.21987959976458,76.21987959976458,1000000
2020-09-08,76.2169905349486,76.2169905349486,76.2169905349486,76.2169905349486,1000000
2020-09-09,75.90362803467444,75.90362803467444,75.90362803467444,75.90362803467444,1000000
2020-09-10,75.54083831759876,75.54083831759876,75.54083831759876,75.54083831759876,1000000
2020-09-11,76.03947024076528,76.03947024076528,76.03947024076528,76.03947024076528,1000000
2020-09-14,75.83274355452143,75.83274355452143,75.83274355452143,75.83274355452143,1000000
2020-09-15,75.74064950424044,75.74064950424044,75.74064950424044,75.74064950424044,1000000
2020-09-16,75.78020245084078,75.78020245084078,75.78020245084078,75.78020245084078,1000000
2020-09-17,76.69449689851398,76.69449689851398,76.69449689851398,76.69449689851398,1000000
2020-09-18,77.23941971591758,77.23941971591758,77.23941971591758,77.23941971591758,1000000
2020-09-21,77.558109768457,77.558109768457,77.558109768457,77.558109768457,1000000
2020-09-22,77.14428188150701,77.14428188150701,77.14428188150701,77.14428188150701,1000000
2020-09-23,76.10131532119541,76.10131532119541,76.10131532119541,76.10131532119541,1000000
2020-09-24,76.8467504832108,76.8467504832108,76.8467504832108,76.8467504832108,1000000
2020-09-25,77.61248772614262,77.61248772614262,77.61248772614262,77.61248772614262,1000000
2020-09-28,77.5265641834612,77.5265641834612,77.5265641834612,77.5265641834612,1000000
2020-09-29,77.9699260769768,77.9699260769768,77.9699260769768,77.9699260769768,1000000
2020-09-30,78.60260762624802,78.60260762624802,78.60260762624802,78.60260762624802,1000000
2020-10-01,79.27952106251453,79.27952106251453,79.27952106251453,79.27952106251453,1000000
2020-10-02,80.03377332357226,80.03377332357226,80.03377332357226,80.03377332357226,1000000
2020-10-05,79.69313545781702,79.69313545781702,79.69313545781702,79.69313545781702,1000000
2020-10-06,80.92437286967868,80.92437286967868,80.92437286967868,80.92437286967868,1000000
2020-10-07,79.93985256688492,79.93985256688492,79.93985256688492,79.93985256688492,1000000
2020-10-08,80.65269467993855,80.65269467993855,80.65269467993855,80.65269467993855,1000000
2020-10-09,81.07526001996948,81.07526001996948,81.07526001996948,81.07526001996948,1000000
2020-10-12,81.80787156584961,81.80787156584961,81.80787156584961,81.80787156584961,1000000
2020-10-13,83.3695906299007,83.3695906299007,83.3695906299007,83.3695906299007,1000000
2020-10-14,84.63217762136954,84.63217762136954,84.63217762136954,84.63217762136954,1000000
2020-10-15,83.68837912048457,83.68837912048457,83.68837912048457,83.68837912048457,1000000
2020-10-16,82.30026376002627,82.30026376002627,82.30026376002627,82.30026376002627,1000000
2020-10-19,82.99725568938234,82.99725568938234,82.99725568938234,82.99725568938234,1000000
2020-10-20,82.17972241600565,82.17972241600565,82.17972241600565,82.17972241600565,1000000
2020-10-21,82.19418161877529,82.19418161877529,82.19418161877529,82.19418161877529,1000000
2020-10-22,82.90904700081333,82.90904700081333,82.90904700081333,82.90904700081333,1000000
2020-10-23,81.57106299642099,81.57106299642099,81.57106299642099,81.57106299642099,1000000
2020-10-26,79.87440082972297,79.87440082972297,79.87440082972297,79.87440082972297,1000000
2020-10-27,80.10547668882359,80.10547668882359,80.10547668882359,80.10547668882359,1000000
2020-10-28,80.16506386028755,80.16506386028755,80.16506386028755,80.16506386028755,1000000
2020-10-29,79.99206519030176,79.99206519030176,79.99206519030176,79.99206519030176,1000000
2020-10-30,80.04688756321487,80.04688756321487,80.04688756321487,80.04688756321487,1000000
2020-11-02,79.38208566879062,79.38208566879062,79.38208566879062,79.38208566879062,1000000
2020-11-03,78.20445686751816,78.20445686751816,78.20445686751816,78.20445686751816,1000000
2020-11-04,78.09758668360408,78.09758668360408,78.09758668360408,78.09758668360408,1000000
2020-11-05,77.36213492230475,77.36213492230475,77.36213492230475,77.36213492230475,1000000
2020-11-06,76.11391132471489,76.11391132471489,76.11391132471489,76.11391132471489,1000000
2020-11-09,76.52163914037845,76.52163914037845,76.52163914037845,76.52163914037845,1000000
2020-11-10,76.49761239524221,76.49761239524221,76.49761239524221,76.49761239524221,1000000
2020-11-11,76.83154630319021,76.83154630319021,76.83154630319021,76.83154630319021,1000000
2020-11-12,76.09450516608437,76.09450516608437,76.09450516608437,76.09450516608437,1000000
2020-11-13,75.61658693628416,75.61658693628416,75.61658693628416,75.61658693628416,1000000
2020-11-16,74.88382967315623,74.88382967315623,74.88382967315623,74.88382967315623,1000000
2020-11-17,74.24234343651955,74.24234343651955,74.24234343651955,74.24234343651955,1000000
2020-11-18,74.40969155694816,74.40969155694816,74.40969155694816,74.40969155694816,1000000
2020-11-19,73.84940546743121,73.84940546743121,73.84940546743121,73.84940546743121,1000000
2020-11-20,74.13451312643517,74.13451312643517,74.13451312643517,74.13451312643517,1000000
2020-11-23,74.4086298815001,74.4086298815001,74.4086298815001,74.4086298815001,1000000
2020-11-24,75.9378470136967,75.9378470136967,75.9378470136967,75.9378470136967,1000000
2020-11-25,74.90297435292695,74.90297435292695,74.90297435292695,74.90297435292695,1000000
2020-11-26,75.59051053558163,75.59051053558163,75.59051053558163,75.59051053558163,1000000
2020-11-27,75.54554328148296,75.54554328148296,75.54554328148296,75.54554328148296,1000000
2020-11-30,75.55760810861901,75.55760810861901,75.55760810861901,75.55760810861901,1000000
2020-12-01,74.48479296638676,74.48479296638676,74.48479296638676,74.48479296638676,1000000
2020-12-02,74.1643639956246,74.1643639956246,74.1643639956246,74.1643639956246,1000000
2020-12-03,74.73780082848937,74.73780082848937,74.73780082848937,74.73780082848937,1000000
2020-12-04,74.69857964733305,74.69857964733305,74.69857964733305,74.69857964733305,1000000
2020-12-07,74.78153568466655,74.78153568466655,74.78153568466655,74.78153568466655,1000000
2020-12-08,74.58656774712738,74.58656774712738,74.58656774712738,74.58656774712738,1000000
2020-12-09,75.47009766397528,75.47009766397528,75.47009766397528,75.47009766397528,1000000
2020-12-10,75.47653332595577,75.47653332595577,75.47653332595577,75.47653332595577,1000000
2020-12-11,73.83837881760307,73.83837881760307,73.83837881760307,73.83837881760307,1000000
2020-12-14,73.34951517973636,73.34951517973636,73.34951517973636,73.34951517973636,1000000
2020-12-15,71.92741726812181,71.92741726812181,71.92741726812181,71.92741726812181,1000000
2020-12-16,69.61031981697205,69.61031981697205,69.61031981697205,69.61031981697205,1000000
2020-12-17,69.26218792254178,69.26218792254178,69.26218792254178,69.26218792254178,1000000
2020-12-18,70.20661930835627,70.20661930835627,70.20661930835627,70.20661930835627,1000000
2020-12-21,70.26076258726434,70.26076258726434,70.26076258726434,70.26076258726434,1000000
2020-12-22,69.45800126033355,69.45800126033355,69.45800126033355,69.45800126033355,1000000
2020-12-23,68.82544733439964,68.82544733439964,68.82544733439964,68.82544733439964,1000000
2020-12-24,69.62424458194144,69.62424458194144,69.62424458194144,69.62424458194144,1000000
2020-12-25,69.75487820111722,69.75487820111722,69.75487820111722,69.75487820111722,1000000
2020-12-28,69.80928647706664,69.80928647706664,69.80928647706664,69.80928647706664,1000000
2020-12-29,69.79290796968404,69.79290796968404,69.79290796968404,69.79290796968404,1000000
2020-12-30,69.84064650128238,69.84064650128238,69.84064650128238,69.84064650128238,1000000
2020-12-31,70.42409920601614,70.42409920601614,70.42409920601614,70.42409920601614,1000000
2021-01-01,70.834366977448,70.834366977448,70.834366977448,70.834366977448,1000000
2021-01-04,71.00841034634419,71.00841034634419,71.00841034634419,71.00841034634419,1000000
2021-01-05,70.2891886267184,70.2891886267184,70.2891886267184,70.2891886267184,1000000
2021-01-06,70.66952958716152,70.66952958716152,70.66952958716152,70.66952958716152,1000000
2021-01-07,70.20717625480647,70.20717625480647,70.20717625480647,70.20717625480647,1000000
2021-01-08,70.99619656931793,70.99619656931793,70.99619656931793,70.99619656931793,1000000
2021-01-11,70.11509768840153,70.11509768840153,70.11509768840153,70.11509768840153,1000000
2021-01-12,70.0396391357527,70.0396391357527,70.0396391357527,70.0396391357527,1000000
2021-01-13,70.05549731032843,70.05549731032843,70.05549731032843,70.05549731032843,1000000
2021-01-14,69.14852693141866,69.14852693141866,69.14852693141866,69.14852693141866,1000000
2021-01-15,70.35998951540157,70.35998951540157,70.35998951540157,70.35998951540157,1000000
2021-01-18,71.40863956058222,71.40863956058222,71.40863956058222,71.40863956058222,1000000
2021-01-19,71.09902329506158,71.09902329506158,71.09902329506158,71.09902329506158,1000000
2021-01-20,71.66903921332774,71.66903921332774,71.66903921332774,71.66903921332774,1000000
2021-01-21,71.96193342595517,71.96193342595517,71.96193342595517,71.96193342595517,1000000
2021-01-22,70.10275408492268,70.10275408492268,70.10275408492268,70.10275408492268,1000000
2021-01-25,70.29932081673277,70.29932081673277,70.29932081673277,70.29932081673277,1000000
2021-01-26,70.27728614149373,70.27728614149373,70.27728614149373,70.27728614149373,1000000
2021-01-27,70.35685222495685,70.35685222495685,70.35685222495685,70.35685222495685,1000000
2021-01-28,69.6203039846339,69.6203039846339,69.6203039846339,69.6203039846339,1000000
2021-01-29,69.45366984347703,69.45366984347703,69.45366984347703,69.45366984347703,1000000
2021-02-01,69.35069869144347,69.35069869144347,69.35069869144347,69.35069869144347,1000000
2021-02-02,70.19545554180029,70.19545554180029,70.19545554180029,70.19545554180029,1000000
2021-02-03,70.45126677695936,70.45126677695936,70.45126677695936,70.45126677695936,1000000
2021-02-04,70.46848856784482,70.46848856784482,70.46848856784482,70.46848856784482,1000000
2021-02-05,71.56707116259882,71.56707116259882,71.56707116259882,71.56707116259882,1000000
2021-02-08,71.1911666029248,71.1911666029248,71.1911666029248,71.1911666029248,1000000
2021-02-09,70.93528397575956,70.93528397575956,70.93528397575956,70.93528397575956,1000000
2021-02-10,69.66784423451507,69.66784423451507,69.66784423451507,69.66784423451507,1000000
2021-02-11,70.78190680464897,70.78190680464897,70.78190680464897,70.78190680464897,1000000
2021-02-12,71.48571421483283,71.48571421483283,71.48571421483283,71.48571421483283,1000000
2021-02-15,72.16257530198119,72.16257530198119,72.16257530198119,72.16257530198119,1000000
2021-02-16,72.66691841968283,72.66691841968283,72.66691841968283,72.66691841968283,1000000
2021-02-17,72.76876007954671,72.76876007954671,72.76876007954671,72.76876007954671,1000000
2021-02-18,72.94739933672211,72.94739933672211,72.94739933672211,72.94739933672211,1000000
2021-02-19,72.78545130276598,72.78545130276598,72.78545130276598,72.78545130276598,1000000
2021-02-22,72.65909544944002,72.65909544944002,72.65909544944002,72.65909544944002,1000000
2021-02-23,72.72034969114239,72.72034969114239,72.72034969114239,72.72034969114239,1000000
2021-02-24,73.84157350359281,73.84157350359281,73.84157350359281,73.84157350359281,1000000
2021-02-25,74.27405466610809,74.27405466610809,74.27405466610809,74.27405466610809,1000000
2021-02-26,74.2529161767439,74.2529161767439,74.2529161767439,74.2529161767439,1000000
2021-03-01,73.84497655804647,73.84497655804647,73.84497655804647,73.84497655804647,1000000
2021-03-02,73.39821556684079,73.39821556684079,73.39821556684079,73.39821556684079,1000000
2021-03-03,74.5965919105118,74.5965919105118,74.5965919105118,74.5965919105118,1000000
2021-03-04,74.99694234868163,74.99694234868163,74.99694234868163,74.99694234868163,1000000
2021-03-05,75.07010228465867,75.07010228465867,75.07010228465867,75.07010228465867,1000000
2021-03-08,74.83274425234912,74.83274425234912,74.83274425234912,74.83274425234912,1000000
2021-03-09,74.02525897242501,74.02525897242501,74.02525897242501,74.02525897242501,1000000
2021-03-10,73.99797210904666,73.99797210904666,73.99797210904666,73.99797210904666,1000000
2021-03-11,74.66666072935507,74.66666072935507,74.66666072935507,74.66666072935507,1000000
2021-03-12,74.39596627324137,74.39596627324137,74.39596627324137,74.39596627324137,1000000
2021-03-15,74.24922574771581,74.24922574771581,74.24922574771581,74.24922574771581,1000000
2021-03-16,74.1073842208602,74.1073842208602,74.1073842208602,74.1073842208602,1000000
2021-03-17,74.21083395550329,74.21083395550329,74.21083395550329,74.21083395550329,1000000
2021-03-18,73.05091054757094,73.05091054757094,73.05091054757094,73.05091054757094,1000000
2021-03-19,72.90086518121073,72.90086518121073,72.90086518121073,72.90086518121073,1000000
2021-03-22,72.29987371596128,72.29987371596128,72.29987371596128,72.29987371596128,1000000
2021-03-23,72.96111753952913,72.96111753952913,72.96111753952913,72.96111753952913,1000000
2021-03-24,72.42076846862444,72.42076846862444,72.42076846862444,72.42076846862444,1000000
2021-03-25,72.8603963879834,72.8603963879834,72.8603963879834,72.8603963879834,1000000
2021-03-26,73.99296567764338,73.99296567764338,73.99296567764338,73.99296567764338,1000000
2021-03-29,73.78312439337019,73.78312439337019,73.78312439337019,73.78312439337019,1000000
2021-03-30,73.36139757626297,73.36139757626297,73.36139757626297,73.36139757626297,1000000
