,Close
2020-04-10,106.55080465854894
2020-04-13,108.20183508663388
2020-04-14,110.07795692913729
2020-04-15,109.83704173543578
2020-04-16,109.32108377934084
2020-04-17,109.46276117299294
2020-04-20,109.63608802529374
2020-04-21,108.86400669139951
2020-04-22,108.22119163410456
2020-04-23,109.13379250308124
2020-04-24,110.9582923524815
2020-04-27,110.74025836666182
2020-04-28,110.05592209538948
2020-04-29,109.77707207761502
2020-04-30,108.71757912893705
2020-05-01,108.4535348204345
2020-05-04,108.94422648494424
2020-05-05,108.88829129258626
2020-05-06,110.26526823009549
2020-05-07,110.46472490401949
2020-05-08,111.02933168381996
2020-05-11,110.8974759892615
2020-05-12,112.38978529309
2020-05-13,111.04971063081844
2020-05-14,110.74588823910405
2020-05-15,109.479300056532
2020-05-18,110.41674229857792
2020-05-19,111.38876549250791
2020-05-20,110.84767496748778
2020-05-21,112.7189093316437
2020-05-22,112.41765384878771
2020-05-25,110.89621904281546
2020-05-26,110.61764274488691
2020-05-27,111.04907423920531
2020-05-28,110.82209879880995
2020-05-29,113.36604290594184
2020-06-01,114.36977071634851
2020-06-02,116.38414197208999
2020-06-03,118.03200809633911
2020-06-04,116.07765219070896
2020-06-05,115.67398216480093
2020-06-08,112.55253631264794
2020-06-09,111.8587661526363
2020-06-10,113.1396656443173
2020-06-11,112.21960132938895
2020-06-12,111.5387779829918
2020-06-15,111.9360056814306
2020-06-16,112.85087712663831
2020-06-17,112.48262961046368
2020-06-18,112.22863013754801
2020-06-19,113.17020780937142
2020-06-22,113.49167761333277
2020-06-23,113.2019483740707
2020-06-24,113.59193303951993
2020-06-25,113.7124785119986
2020-06-26,114.03614166397043
2020-06-29,116.35247933197365
2020-06-30,116.03226808945931
2020-07-01,115.44077868350638
2020-07-02,117.10731731354156
2020-07-03,116.31602241619079
2020-07-06,118.35142425097811
2020-07-07,118.1570938087374
2020-07-08,118.27978756548352
2020-07-09,119.18300547420691
2020-07-10,120.6645809705415
2020-07-13,121.90380459014966
2020-07-14,121.69213648597928
2020-07-15,121.28272904830703
2020-07-16,121.74053817485337
2020-07-17,121.94106805986446
2020-07-20,121.19445569346443
2020-07-21,121.72859368485567
2020-07-22,122.9752400961289
2020-07-23,123.2168946883755
2020-07-24,125.1809716410672
2020-07-27,125.73214612464922
2020-07-28,125.57395873863169
2020-07-29,125.73747473078572
2020-07-30,125.07092797050963
2020-07-31,123.81859531002335
2020-08-03,124.44577179760066
2020-08-04,123.42127158608575
2020-08-05,123.01608945932128
2020-08-06,122.94326386829565
2020-08-07,123.45360648848902
2020-08-10,124.05996367466072
2020-08-11,124.16445137129834
2020-08-12,121.80370315376905
2020-08-13,121.58860670769167
2020-08-14,120.68211572672887
2020-08-17,120.58394377980368
2020-08-18,121.81549914560692
2020-08-19,122.83244452301211
2020-08-20,123.13993131064547
2020-08-21,123.79966555716939
2020-08-24,121.99416108220149
2020-08-25,122.26848626051961
2020-08-26,123.06874668235244
2020-08-27,122.23664530538802
2020-08-28,122.76835955745608
2020-08-31,122.33765592382706
2020-09-01,123.59835372757364
2020-09-02,125.00542060567157
2020-09-03,124.37441437629926
2020-09-04,126.23122810363967
2020-09-07,126.02915677908067
2020-09-08,128.66561686602455
2020-09-09,128.07175528829845
2020-09-10,128.19183064538382
2020-09-11,128.5035796125752
2020-09-14,127.57733088936148
2020-09-15,125.41441093874859
2020-09-16,124.44921668241768
2020-09-17,125.83011224629846
2020-09-18,125.45429971880529
2020-09-21,125.08206852281707
2020-09-22,127.0168403395933
2020-09-23,127.68182150122003
2020-09-24,128.61684615250329
2020-09-25,129.7479652817371
2020-09-28,128.60953331972703
2020-09-29,128.80852595214049
2020-09-30,129.04066067354225
2020-10-01,128.87437034466137
2020-10-02,127.50439479342488
2020-10-05,128.13398568191286
2020-10-06,126.04737135277443
2020-10-07,124.90403753884837
2020-10-08,123.93061273000548
2020-10-09,123.45703458801167
2020-10-12,124.53245967588454
2020-10-13,126.63292430442029
2020-10-14,128.85190711636463
2020-10-15,129.9294432739581
2020-10-16,130.539713901418
2020-10-19,127.52875160966856
2020-10-20,129.00823771139284
2020-10-21,132.43849781900602
2020-10-22,133.0780121127411
2020-10-23,133.42939038402386
2020-10-26,134.40168478354704
2020-10-27,135.42129438367198
2020-10-28,135.64462621897215
2020-10-29,135.17825847259124
2020-10-30,135.7078317496282
2020-11-02,133.8869187067038
2020-11-03,131.40676188658065
2020-11-04,133.234549314182
2020-11-05,132.66422372992082
2020-11-06,133.65383977211204
2020-11-09,135.77171048380958
2020-11-10,137.46923750031505
2020-11-11,136.74973353459092
2020-11-12,137.23485872464985
2020-11-13,135.6757513654124
2020-11-16,135.57457374974794
2020-11-17,137.03337914455253
2020-11-18,137.1183757976778
2020-11-19,133.24976004138057
2020-11-20,130.28993188160834
2020-11-23,129.28463356730487
2020-11-24,131.04709555116628
2020-11-25,131.34730513225665
2020-11-26,131.57226776506252
2020-11-27,129.88029157892467
2020-11-30,130.1094415222891
2020-12-01,127.18826036621536
2020-12-02,127.66118725161961
2020-12-03,129.2049178667539
2020-12-04,128.187316307775
2020-12-07,129.6158307328119
2020-12-08,128.7216171026281
2020-12-09,128.94993675334683
2020-12-10,128.81333215072777
2020-12-11,128.97289003261014
2020-12-14,130.98093826128323
2020-12-15,132.1744574858333
2020-12-16,131.3183351770489
2020-12-17,127.72682831367726
2020-12-18,128.90805033618983
2020-12-21,129.93146362944333
2020-12-22,130.18549461896717
2020-12-23,129.49786685384436
2020-12-24,131.60662026944905
2020-12-25,129.29401312279796
2020-12-28,128.3186470903408
2020-12-29,126.4755482511767
2020-12-30,126.9831035976217
2020-12-31,126.42876835923222
2021-01-01,129.13584898452288
2021-01-04,129.19758422678385
2021-01-05,128.92781062115404
2021-01-06,129.70485905230913
2021-01-07,128.7940756683716
2021-01-08,127.43670299429594
2021-01-11,128.1567279785356
2021-01-12,127.56846502318446
2021-01-13,128.8517713078177
2021-01-14,129.32179674740573
2021-01-15,129.51115105424373
2021-01-18,129.63865525751612
2021-01-19,129.5656553203621
2021-01-20,130.1325420178073
2021-01-21,129.6546615101866
2021-01-22,127.15530250598029
2021-01-25,127.29237604431727
2021-01-26,126.74425872515633
2021-01-27,125.03711420776145
2021-01-28,126.05077128520293
2021-01-29,125.60928358790284
2021-02-01,123.45478982249428
2021-02-02,123.39952469829481
2021-02-03,122.60388684565714
2021-02-04,120.55450496915543
2021-02-05,120.96702639476004
2021-02-08,119.73248640999645
2021-02-09,120.62852937570855
2021-02-10,119.58208962067276
2021-02-11,120.78633673817043
2021-02-12,121.33642609238073
2021-02-15,121.50461038699692
2021-02-16,120.62268692871427
2021-02-17,121.75028063240974
2021-02-18,122.3998859822046
2021-02-19,121.9930296671502
2021-02-22,122.73796461030398
2021-02-23,121.51600736909678
2021-02-24,119.99734180167938
2021-02-25,119.91866378518058
2021-02-26,120.03992167137467
2021-03-01,120.58959238648627
2021-03-02,120.70420896049892
2021-03-03,122.23801360205451
2021-03-04,120.69719897760329
2021-03-05,121.41936201945407
2021-03-08,121.72976216337712
2021-03-09,123.41719347089601
2021-03-10,123.60838636387213
2021-03-11,124.03644687387371
2021-03-12,126.25829184172106
2021-03-15,127.30155268954209
2021-03-16,128.1144440493599
2021-03-17,127.65306152361629
2021-03-18,127.86873137536998
2021-03-19,125.79417271851862
2021-03-22,124.77055359019822
2021-03-23,125.61524193305331
2021-03-24,123.41801957270222
2021-03-25,123.56969041553339
2021-03-26,123.62879909450865
2021-03-29,124.14692588860746
2021-03-30,122.07826857725759
2021-03-31,119.6356521207162
2021-04-01,120.9989746610291
2021-04-02,121.169244158729
2021-04-05,121.7025852216189
2021-04-06,123.70657834720338
2021-04-07,123.95873942137155
2021-04-08,121.56119284561959
2021-04-09,121.21828286866538
2021-04-12,122.24666767433443
2021-04-13,121.76329112807638
2021-04-14,121.431033333654
2021-04-15,120.7369851989222
2021-04-16,122.54547498209563
2021-04-19,124.10584925470367
2021-04-20,121.89701034412566
2021-04-21,124.25484819445845
2021-04-22,123.33028964153416
2021-04-23,125.8679818532666
2021-04-26,124.2519196401163
2021-04-27,125.65797522395852
2021-04-28,124.9839081775468
2021-04-29,124.82677715023978
2021-04-30,125.96691261698956
2021-05-03,125.07298042433554
2021-05-04,125.5048732855361
2021-05-05,125.92840732145459
2021-05-06,127.4663282490087
2021-05-07,129.24659588323303
2021-05-10,131.7139319902802
2021-05-11,132.15368551266323
2021-05-12,132.7334723829404
2021-05-13,132.01857803585875
2021-05-14,131.04575713606732
2021-05-17,129.35373371335436
2021-05-18,129.09983370320916
2021-05-19,129.3404788808408
2021-05-20,129.40542984619253
2021-05-21,130.1861614315229
2021-05-24,128.45963781454475
2021-05-25,130.72387270398607
2021-05-26,131.16455481860444
2021-05-27,132.6377999221277
2021-05-28,133.13551998800637
2021-05-31,132.0085080667639
2021-06-01,131.61794071675433
2021-06-02,127.31629608665406
2021-06-03,127.62675903781215
2021-06-04,127.57659398747003
2021-06-07,129.16238956440225
2021-06-08,126.93309806607967
2021-06-09,126.8714272991392
2021-06-10,126.52201380257908
2021-06-11,124.96176023727772
2021-06-14,123.16461069962725
2021-06-15,121.7537524191412
2021-06-16,122.98819875180075
2021-06-17,124.23689184165711
2021-06-18,122.48521874093574
2021-06-21,122.31774261081081
2021-06-22,122.93347559792684
2021-06-23,123.37070066818883
2021-06-24,121.53435576440815
2021-06-25,120.8395750013052
2021-06-28,119.14089008009452
2021-06-29,120.38759355377519
2021-06-30,123.54813601690644
